Tono	PROPN	Tono
agreed	VERB	agree
with	ADP	with
him	PRON	he
that	SCONJ	that
the	DET	the
British	PROPN	British
were	AUX	be
the	DET	the
scum	NOUN	scum
of	ADP	of
Europe	PROPN	Europe
,	PUNCT	,
the	DET	the
westward	ADJ	westward
drift	NOUN	drift
of	ADP	of
all	DET	all
the	DET	the
people	NOUN	people
,	PUNCT	,
a	DET	a
disgusting	NOUN	disgusting
rabble	NOUN	rabble
,	PUNCT	,
and	CCONJ	and
I	PRON	I
lost	VERB	lose
three	NUM	three
pounds	NOUN	pound
by	ADP	by
attenuated	ADJ	attenuated
retail	NOUN	retail
to	ADP	to
Pollack	PROPN	Pollack
at	ADP	at
ha'penny	NOUN	ha'penny
nap	NOUN	nap
and	CCONJ	and
euchre	NOUN	euchre
.	PUNCT	.
And	CCONJ	and
then	ADV	then
you	PRON	you
know	VERB	know
,	PUNCT	,
as	ADP	as
we	PRON	we
got	VERB	get
out	ADV	out
into	ADP	into
the	DET	the
Atlantic	PROPN	Atlantic
this	DET	this
side	NOUN	side
of	ADP	of
Cape	PROPN	Cape
Verde	PROPN	Verde
,	PUNCT	,
the	DET	the
ship	NOUN	ship
began	VERB	begin
to	PART	to
go	VERB	go
to	ADP	to
pieces	NOUN	piece
.	PUNCT	.
I	PRON	I
do	AUX	do
n't	PART	not
pretend	VERB	pretend
for	ADP	for
one	NUM	one
moment	NOUN	moment
to	PART	to
understand	VERB	understand
what	PRON	what
happened	VERB	happen
.	PUNCT	.
But	CCONJ	but
I	PRON	I
think	VERB	think
Greiffenhagen	PROPN	Greiffenhagen
's	PART	's
recent	ADJ	recent
work	NOUN	work
on	ADP	on
the	DET	the
effects	NOUN	effect
of	ADP	of
radium	NOUN	radium
upon	SCONJ	upon
ligneous	ADJ	ligneous
tissue	NOUN	tissue
does	AUX	do
rather	ADV	rather
carry	VERB	carry
out	ADP	out
my	PRON	my
idea	NOUN	idea
that	SCONJ	that
emanations	NOUN	emanation
from	ADP	from
quap	NOUN	quap
have	AUX	have
rapid	ADJ	rapid
rotting	VERB	rot
effect	NOUN	effect
upon	SCONJ	upon
woody	NOUN	woody
fibre	NOUN	fibre
.	PUNCT	.
From	ADP	from
the	DET	the
first	ADJ	first
there	PRON	there
had	AUX	have
been	AUX	be
a	DET	a
different	ADJ	different
feel	NOUN	feel
about	ADP	about
the	DET	the
ship	NOUN	ship
,	PUNCT	,
and	CCONJ	and
as	ADP	as
the	DET	the
big	ADJ	big
winds	NOUN	wind
and	CCONJ	and
waves	NOUN	wave
began	VERB	begin
to	PART	to
strain	VERB	strain
her	PRON	her
she	PRON	she
commenced	VERB	commence
leaking	VERB	leak
.	PUNCT	.
Soon	ADV	soon
she	PRON	she
was	AUX	be
leaking	VERB	leak
—	PUNCT	—
not	PART	not
at	ADP	at
any	DET	any
particular	ADJ	particular
point	NOUN	point
,	PUNCT	,
but	CCONJ	but
everywhere	ADV	everywhere
.	PUNCT	.
She	PRON	she
did	AUX	do
not	PART	not
spring	VERB	spring
a	DET	a
leak	NOUN	leak
,	PUNCT	,
I	PRON	I
mean	VERB	mean
,	PUNCT	,
but	CCONJ	but
water	NOUN	water
came	VERB	come
in	ADV	in
first	ADV	first
of	ADP	of
all	DET	all
near	ADP	near
the	DET	the
decaying	VERB	decay
edges	NOUN	edge
of	ADP	of
her	PRON	her
planks	NOUN	plank
,	PUNCT	,
and	CCONJ	and
then	ADV	then
through	ADP	through
them	PRON	they
.	PUNCT	.
I	PRON	I
firmly	ADV	firmly
believe	VERB	believe
the	DET	the
water	NOUN	water
came	VERB	come
through	ADP	through
the	DET	the
wood	NOUN	wood
.	PUNCT	.
First	ADV	first
it	PRON	it
began	VERB	begin
to	PART	to
ooze	VERB	ooze
,	PUNCT	,
then	ADV	then
to	PART	to
trickle	VERB	trickle
.	PUNCT	.
It	PRON	it
was	AUX	be
like	ADP	like
trying	VERB	try
to	PART	to
carry	VERB	carry
moist	ADJ	moist
sugar	NOUN	sugar
in	ADP	in
a	DET	a
thin	ADJ	thin
paper	NOUN	paper
bag	NOUN	bag
.	PUNCT	.
Soon	ADV	soon
we	PRON	we
were	AUX	be
taking	VERB	take
in	ADP	in
water	NOUN	water
as	ADP	as
though	SCONJ	though
we	PRON	we
had	AUX	have
opened	VERB	open
a	DET	a
door	NOUN	door
in	ADP	in
her	PRON	her
bottom	NOUN	bottom
.	PUNCT	.
Once	SCONJ	once
it	PRON	it
began	VERB	begin
,	PUNCT	,
the	DET	the
thing	NOUN	thing
went	VERB	go
ahead	ADV	ahead
beyond	ADP	beyond
all	DET	all
fighting	NOUN	fighting
.	PUNCT	.
For	ADP	for
a	DET	a
day	NOUN	day
or	CCONJ	or
so	ADV	so
we	PRON	we
did	AUX	do
our	PRON	our
best	ADJ	good
,	PUNCT	,
and	CCONJ	and
I	PRON	I
can	AUX	can
still	ADV	still
remember	VERB	remember
in	ADP	in
my	PRON	my
limbs	NOUN	limb
and	CCONJ	and
back	NOUN	back
the	DET	the
pumping	NOUN	pumping
—	PUNCT	—
the	DET	the
fatigue	NOUN	fatigue
in	ADP	in
my	PRON	my
arms	NOUN	arm
and	CCONJ	and
the	DET	the
memory	NOUN	memory
of	ADP	of
a	DET	a
clear	ADJ	clear
little	ADJ	little
dribble	NOUN	dribble
of	ADP	of
water	NOUN	water
that	PRON	that
jerked	VERB	jerk
as	ADP	as
one	PRON	one
pumped	VERB	pump
,	PUNCT	,
and	CCONJ	and
of	ADP	of
knocking	VERB	knock
off	ADP	off
and	CCONJ	and
the	DET	the
being	AUX	be
awakened	VERB	awaken
to	PART	to
go	VERB	go
on	ADP	on
again	ADV	again
,	PUNCT	,
and	CCONJ	and
of	ADP	of
fatigue	NOUN	fatigue
piling	VERB	pile
up	ADP	up
upon	SCONJ	upon
fatigue	NOUN	fatigue
.	PUNCT	.
At	ADP	at
last	ADJ	last
we	PRON	we
ceased	VERB	cease
to	PART	to
think	VERB	think
of	ADP	of
anything	PRON	anything
but	SCONJ	but
pumping	NOUN	pumping
;	PUNCT	;
one	PRON	one
became	VERB	become
a	DET	a
thing	NOUN	thing
of	ADP	of
torment	NOUN	torment
enchanted	ADJ	enchanted
,	PUNCT	,
doomed	VERB	doom
to	PART	to
pump	VERB	pump
for	ADP	for
ever	ADV	ever
.	PUNCT	.
I	PRON	I
still	ADV	still
remember	VERB	remember
it	PRON	it
as	ADP	as
pure	NOUN	pure
relief	NOUN	relief
when	SCONJ	when
at	ADP	at
last	ADV	last
Pollack	PROPN	Pollack
came	VERB	come
to	ADP	to
me	PRON	I
pipe	NOUN	pipe
in	ADP	in
mouth	NOUN	mouth
.	PUNCT	.
“	PUNCT	""""
The	DET	the
captain	NOUN	captain
says	VERB	say
the	DET	the
damned	ADJ	damned
thing	NOUN	thing
's	AUX	be
going	VERB	go
down	ADV	down
right	ADV	right
now	ADV	now
;	PUNCT	;
”	PUNCT	""""
he	PRON	he
remarked	VERB	remark
,	PUNCT	,
chewing	VERB	chew
his	PRON	his
mouthpiece	NOUN	mouthpiece
.	PUNCT	.
“	PUNCT	""""
Eh	INTJ	eh
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
Good	ADJ	good
idea	NOUN	idea
!	PUNCT	!
”	PUNCT	""""
I	PRON	I
said	VERB	say
.	PUNCT	.
“	PUNCT	""""
One	PRON	one
ca	AUX	can
n't	PART	not
go	VERB	go
on	ADP	on
pumping	VERB	pump
for	ADP	for
ever	ADV	ever
.	PUNCT	.
”	PUNCT	""""
And	CCONJ	and
without	ADP	without
hurry	NOUN	hurry
or	CCONJ	or
alacrity	NOUN	alacrity
,	PUNCT	,
sullenly	ADV	sullenly
and	CCONJ	and
wearily	ADV	wearily
we	PRON	we
got	VERB	get
into	ADP	into
the	DET	the
boats	NOUN	boat
and	CCONJ	and
pulled	VERB	pull
away	ADV	away
from	ADP	from
the	DET	the
_	PUNCT	_
Maud	PROPN	Maud
Mary	PROPN	Mary
_	PUNCT	_
until	ADP	until
we	PRON	we
were	AUX	be
clear	ADJ	clear
of	ADP	of
her	PRON	she
,	PUNCT	,
and	CCONJ	and
then	ADV	then
we	PRON	we
stayed	VERB	stay
resting	VERB	rest
on	ADP	on
our	PRON	our
oars	NOUN	oar
,	PUNCT	,
motionless	ADJ	motionless
upon	SCONJ	upon
a	DET	a
glassy	ADJ	glassy
sea	NOUN	sea
,	PUNCT	,
waiting	VERB	wait
for	ADP	for
her	PRON	she
to	PART	to
sink	VERB	sink
.	PUNCT	.
We	PRON	we
were	AUX	be
all	DET	all
silent	ADJ	silent
,	PUNCT	,
even	ADV	even
the	DET	the
captain	NOUN	captain
was	AUX	be
silent	ADJ	silent
until	ADP	until
she	PRON	she
went	VERB	go
down	ADV	down
.	PUNCT	.
And	CCONJ	and
then	ADV	then
he	PRON	he
spoke	VERB	speak
quite	ADV	quite
mildly	ADV	mildly
in	ADP	in
an	DET	an
undertone	NOUN	undertone
.	PUNCT	.
“	PUNCT	""""
Dat	DET	dat
is	AUX	be
the	DET	the
first	ADJ	first
ship	NOUN	ship
I	PRON	I
haf	VERB	haf
ever	ADV	ever
lost	VERB	lose
....	PUNCT	....
And	CCONJ	and
it	PRON	it
was	AUX	be
not	PART	not
a	DET	a
fair	ADJ	fair
game	NOUN	game
!	PUNCT	!
It	PRON	it
wass	VERB	was
not	PART	not
a	DET	a
cargo	NOUN	cargo
any	DET	any
man	NOUN	man
should	AUX	should
take	VERB	take
.	PUNCT	.
No	INTJ	no
!	PUNCT	!
”	PUNCT	""""
I	PRON	I
stared	VERB	stare
at	ADP	at
the	DET	the
slow	ADJ	slow
eddies	NOUN	eddy
that	PRON	that
circled	VERB	circle
above	ADP	above
the	DET	the
departed	VERB	depart
_	PUNCT	_
Maud	PROPN	Maud
Mary	PROPN	Mary
_	PUNCT	_
,	PUNCT	,
and	CCONJ	and
the	DET	the
last	ADJ	last
chance	NOUN	chance
of	ADP	of
Business	PROPN	Business
Organisations	PROPN	Organisations
.	PUNCT	.
I	PRON	I
felt	VERB	feel
weary	ADJ	weary
beyond	ADP	beyond
emotion	NOUN	emotion
.	PUNCT	.
I	PRON	I
thought	VERB	think
of	ADP	of
my	PRON	my
heroics	NOUN	heroic
to	ADP	to
Beatrice	PROPN	Beatrice
and	CCONJ	and
my	PRON	my
uncle	NOUN	uncle
,	PUNCT	,
of	ADP	of
my	PRON	my
prompt	NOUN	prompt
“	PUNCT	""""
_	PUNCT	_
I	PRON	I
'll	AUX	will
_	PUNCT	_
go	VERB	go
,	PUNCT	,
”	PUNCT	""""
and	CCONJ	and
of	ADP	of
all	DET	all
the	DET	the
ineffectual	ADJ	ineffectual
months	NOUN	month
I	PRON	I
had	AUX	have
spent	VERB	spend
after	ADP	after
this	DET	this
headlong	ADJ	headlong
decision	NOUN	decision
.	PUNCT	.
I	PRON	I
was	AUX	be
moved	VERB	move
to	ADP	to
laughter	NOUN	laughter
at	ADP	at
myself	PRON	myself
and	CCONJ	and
fate	NOUN	fate
.	PUNCT	.
But	CCONJ	but
the	DET	the
captain	NOUN	captain
and	CCONJ	and
the	DET	the
men	NOUN	man
did	AUX	do
not	PART	not
laugh	VERB	laugh
.	PUNCT	.
The	DET	the
men	NOUN	man
scowled	VERB	scowl
at	ADP	at
me	PRON	I
and	CCONJ	and
rubbed	VERB	rub
their	PRON	their
sore	ADJ	sore
and	CCONJ	and
blistered	ADJ	blistered
hands	NOUN	hand
,	PUNCT	,
and	CCONJ	and
set	VERB	set
themselves	PRON	themselves
to	PART	to
row	VERB	row
....	PUNCT	....
As	ADP	as
all	DET	all
the	DET	the
world	NOUN	world
knows	VERB	know
we	PRON	we
were	AUX	be
picked	VERB	pick
up	ADP	up
by	ADP	by
the	DET	the
Union	PROPN	Union
Castle	PROPN	Castle
liner	NOUN	liner
,	PUNCT	,
_	PUNCT	_
Portland	PROPN	Portland
Castle	PROPN	Castle
_	PUNCT	_
.	PUNCT	.
The	DET	the
hairdresser	NOUN	hairdresser
aboard	ADV	aboard
was	AUX	be
a	DET	a
wonderful	ADJ	wonderful
man	NOUN	man
,	PUNCT	,
and	CCONJ	and
he	PRON	he
even	ADV	even
improvised	VERB	improvise
me	PRON	I
a	DET	a
dress	NOUN	dress
suit	NOUN	suit
,	PUNCT	,
and	CCONJ	and
produced	VERB	produce
a	DET	a
clean	ADJ	clean
shirt	NOUN	shirt
and	CCONJ	and
warm	ADJ	warm
underclothing	NOUN	underclothing
.	PUNCT	.
I	PRON	I
had	AUX	have
a	DET	a
hot	ADJ	hot
bath	NOUN	bath
,	PUNCT	,
and	CCONJ	and
dressed	VERB	dress
and	CCONJ	and
dined	VERB	dine
and	CCONJ	and
drank	VERB	drink
a	DET	a
bottle	NOUN	bottle
of	ADP	of
Burgundy	PROPN	Burgundy
.	PUNCT	.
“	PUNCT	""""
Now	ADV	now
,	PUNCT	,
”	PUNCT	""""
I	PRON	I
said	VERB	say
,	PUNCT	,
“	PUNCT	""""
are	AUX	be
there	PRON	there
any	DET	any
newspapers	NOUN	newspaper
?	PUNCT	?
I	PRON	I
want	VERB	want
to	PART	to
know	VERB	know
what	PRON	what
's	AUX	be
been	AUX	be
happening	VERB	happen
in	ADP	in
the	DET	the
world	NOUN	world
.	PUNCT	.
”	PUNCT	""""
My	PRON	my
steward	NOUN	steward
gave	VERB	give
me	PRON	I
what	PRON	what
he	PRON	he
had	AUX	have
,	PUNCT	,
but	CCONJ	but
I	PRON	I
landed	VERB	land
at	ADP	at
Plymouth	PROPN	Plymouth
still	ADV	still
largely	ADV	largely
ignorant	ADJ	ignorant
of	ADP	of
the	DET	the
course	NOUN	course
of	ADP	of
events	NOUN	event
.	PUNCT	.
I	PRON	I
shook	VERB	shake
off	ADP	off
Pollack	PROPN	Pollack
,	PUNCT	,
and	CCONJ	and
left	VERB	leave
the	DET	the
captain	NOUN	captain
and	CCONJ	and
mate	NOUN	mate
in	ADP	in
an	DET	an
hotel	NOUN	hotel
,	PUNCT	,
and	CCONJ	and
the	DET	the
men	NOUN	man
in	ADP	in
a	DET	a
Sailor	PROPN	Sailor
's	PART	's
Home	PROPN	Home
until	ADP	until
I	PRON	I
could	AUX	could
send	VERB	send
to	PART	to
pay	VERB	pay
them	PRON	they
off	ADP	off
,	PUNCT	,
and	CCONJ	and
I	PRON	I
made	VERB	make
my	PRON	my
way	NOUN	way
to	ADP	to
the	DET	the
station	NOUN	station
.	PUNCT	.
The	DET	the
newspapers	NOUN	newspaper
I	PRON	I
bought	VERB	buy
,	PUNCT	,
the	DET	the
placards	NOUN	placard
I	PRON	I
saw	VERB	see
,	PUNCT	,
all	DET	all
England	PROPN	England
indeed	ADV	indeed
resounded	VERB	resound
to	ADP	to
my	PRON	my
uncle	NOUN	uncle
's	PART	's
bankruptcy	NOUN	bankruptcy
.	PUNCT	.
BOOK	VERB	book
THE	DET	the
FOURTH	NOUN	fourth
THE	DET	the
AFTERMATH	NOUN	aftermath
OF	ADP	of
TONO	PROPN	TONO
-	PUNCT	-
BUNGAY	PROPN	BUNGAY
CHAPTER	NOUN	chapter
THE	DET	the
FIRST	NOUN	first
THE	DET	the
STICK	NOUN	stick
OF	ADP	of
THE	DET	the
ROCKET	NOUN	rocket
I	PROPN	I
That	DET	that
evening	NOUN	evening
I	PRON	I
talked	VERB	talk
with	ADP	with
my	PRON	my
uncle	NOUN	uncle
in	ADP	in
the	DET	the
Hardingham	PROPN	Hardingham
for	ADP	for
the	DET	the
last	ADJ	last
time	NOUN	time
.	PUNCT	.
The	DET	the
atmosphere	NOUN	atmosphere
of	ADP	of
the	DET	the
place	NOUN	place
had	AUX	have
altered	VERB	alter
quite	ADV	quite
shockingly	ADV	shockingly
.	PUNCT	.
Instead	ADV	instead
of	ADP	of
the	DET	the
crowd	NOUN	crowd
of	ADP	of
importunate	ADJ	importunate
courtiers	NOUN	courtier
there	ADV	there
were	AUX	be
just	ADV	just
half	DET	half
a	DET	a
dozen	NOUN	dozen
uninviting	ADJ	uninviting
men	NOUN	man
,	PUNCT	,
journalists	NOUN	journalist
waiting	VERB	wait
for	ADP	for
an	DET	an
interview	NOUN	interview
.	PUNCT	.
Ropper	PROPN	Ropper
the	DET	the
big	ADJ	big
commissionaire	NOUN	commissionaire
was	AUX	be
still	ADV	still
there	ADV	there
,	PUNCT	,
but	CCONJ	but
now	ADV	now
indeed	ADV	indeed
he	PRON	he
was	AUX	be
defending	VERB	defend
my	PRON	my
uncle	NOUN	uncle
from	ADP	from
something	PRON	something
more	ADJ	more
than	ADP	than
time	NOUN	time
-	PUNCT	-
wasting	VERB	waste
intrusions	NOUN	intrusion
.	PUNCT	.
I	PRON	I
found	VERB	find
the	DET	the
little	ADJ	little
man	NOUN	man
alone	ADJ	alone
in	ADP	in
the	DET	the
inner	ADJ	inner
office	NOUN	office
pretending	VERB	pretend
to	PART	to
work	VERB	work
,	PUNCT	,
but	CCONJ	but
really	ADV	really
brooding	VERB	brood
.	PUNCT	.
He	PRON	he
was	AUX	be
looking	VERB	look
yellow	ADJ	yellow
and	CCONJ	and
deflated	ADJ	deflated
.	PUNCT	.
“	PUNCT	""""
Lord	PROPN	Lord
!	PUNCT	!
”	PUNCT	""""
he	PRON	he
said	VERB	say
at	ADP	at
the	DET	the
sight	NOUN	sight
of	ADP	of
me	PRON	I
.	PUNCT	.
“	PUNCT	""""
You	PRON	you
're	AUX	be
lean	ADJ	lean
,	PUNCT	,
George	PROPN	George
.	PUNCT	.
It	PRON	it
makes	VERB	make
that	DET	that
scar	NOUN	scar
of	ADP	of
yours	PRON	yours
show	VERB	show
up	ADP	up
.	PUNCT	.
”	PUNCT	""""
We	PRON	we
regarded	VERB	regard
each	DET	each
other	ADJ	other
gravely	ADV	gravely
for	ADP	for
a	DET	a
time	NOUN	time
.	PUNCT	.
“	PUNCT	""""
Quap	PROPN	Quap
,	PUNCT	,
”	PUNCT	""""
I	PRON	I
said	VERB	say
,	PUNCT	,
“	PUNCT	""""
is	AUX	be
at	ADP	at
the	DET	the
bottom	NOUN	bottom
of	ADP	of
the	DET	the
Atlantic	PROPN	Atlantic
.	PUNCT	.
There	PRON	there
's	AUX	be
some	NOUN	some
bills	NOUN	bill
—	PUNCT	—
We've	PRON	we've
got	VERB	get
to	PART	to
pay	VERB	pay
the	DET	the
men	NOUN	man
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Seen	VERB	seen
the	DET	the
papers	NOUN	paper
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
Read	VERB	read
'em	PRON	them
all	DET	all
in	ADP	in
the	DET	the
train	NOUN	train
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
At	ADP	at
bay	NOUN	bay
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
been	AUX	be
at	ADP	at
bay	NOUN	bay
for	ADP	for
a	DET	a
week	NOUN	week
....	PUNCT	....
Yelping	VERB	yelp
round	ADP	round
me	PRON	I
....	PUNCT	....
And	CCONJ	and
me	PRON	I
facing	VERB	face
the	DET	the
music	NOUN	music
.	PUNCT	.
I	PRON	I
'm	AUX	be
feelin	VERB	feelin
'	PUNCT	'
a	DET	a
bit	NOUN	bit
tired	ADJ	tired
.	PUNCT	.
”	PUNCT	""""
He	PRON	he
blew	VERB	blow
and	CCONJ	and
wiped	VERB	wipe
his	PRON	his
glasses	NOUN	glass
.	PUNCT	.
“	PUNCT	""""
My	PRON	my
stomack	NOUN	stomack
is	AUX	be
n't	PART	not
what	PRON	what
it	PRON	it
was	AUX	be
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
explained	VERB	explain
.	PUNCT	.
“	PUNCT	""""
One	PRON	one
finds	VERB	find
it	PRON	it
—	PUNCT	—
these	DET	these
times	NOUN	time
.	PUNCT	.
How	SCONJ	how
did	AUX	do
it	PRON	it
all	DET	all
happen	VERB	happen
,	PUNCT	,
George	PROPN	George
?	PUNCT	?
Your	PRON	your
Marconigram	PROPN	Marconigram
—	PUNCT	—
it	PRON	it
took	VERB	take
me	PRON	I
in	ADP	in
the	DET	the
wind	NOUN	wind
a	DET	a
bit	NOUN	bit
.	PUNCT	.
”	PUNCT	""""
I	PRON	I
told	VERB	tell
him	PRON	he
concisely	ADV	concisely
.	PUNCT	.
He	PRON	he
nodded	VERB	nod
to	ADP	to
the	DET	the
paragraphs	NOUN	paragraph
of	ADP	of
my	PRON	my
narrative	NOUN	narrative
and	CCONJ	and
at	ADP	at
the	DET	the
end	NOUN	end
he	PRON	he
poured	VERB	pour
something	PRON	something
from	ADP	from
a	DET	a
medicine	NOUN	medicine
bottle	NOUN	bottle
into	ADP	into
a	DET	a
sticky	ADJ	sticky
little	ADJ	little
wineglass	NOUN	wineglass
and	CCONJ	and
drank	VERB	drink
it	PRON	it
.	PUNCT	.
I	PRON	I
became	VERB	become
aware	ADJ	aware
of	ADP	of
the	DET	the
presence	NOUN	presence
of	ADP	of
drugs	NOUN	drug
,	PUNCT	,
of	ADP	of
three	NUM	three
or	CCONJ	or
four	NUM	four
small	ADJ	small
bottles	NOUN	bottle
before	ADP	before
him	PRON	he
among	ADP	among
his	PRON	his
disorder	NOUN	disorder
of	ADP	of
papers	NOUN	paper
,	PUNCT	,
of	ADP	of
a	DET	a
faint	ADJ	faint
elusively	ADV	elusively
familiar	ADJ	familiar
odour	NOUN	odour
in	ADP	in
the	DET	the
room	NOUN	room
.	PUNCT	.
“	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
said	VERB	say
,	PUNCT	,
wiping	VERB	wipe
his	PRON	his
lips	NOUN	lip
and	CCONJ	and
recorking	VERB	recorke
the	DET	the
bottle	NOUN	bottle
.	PUNCT	.
“	PUNCT	""""
You	PRON	you
've	AUX	have
done	VERB	do
your	PRON	your
best	ADJ	good
,	PUNCT	,
George	PROPN	George
.	PUNCT	.
The	DET	the
luck	NOUN	luck
's	AUX	be
been	AUX	be
against	ADP	against
us	PRON	we
.	PUNCT	.
”	PUNCT	""""
He	PRON	he
reflected	VERB	reflect
,	PUNCT	,
bottle	NOUN	bottle
in	ADP	in
hand	NOUN	hand
.	PUNCT	.
“	PUNCT	""""
Sometimes	ADV	sometimes
the	DET	the
luck	NOUN	luck
goes	VERB	go
with	ADP	with
you	PRON	you
and	CCONJ	and
sometimes	ADV	sometimes
it	PRON	it
does	AUX	do
n't	PART	not
.	PUNCT	.
Sometimes	ADV	sometimes
it	PRON	it
does	AUX	do
n't	PART	not
.	PUNCT	.
And	CCONJ	and
then	ADV	then
where	SCONJ	where
are	AUX	be
you	PRON	you
?	PUNCT	?
Grass	NOUN	grass
in	ADP	in
the	DET	the
oven	NOUN	oven
!	PUNCT	!
Fight	NOUN	fight
or	CCONJ	or
no	DET	no
fight	NOUN	fight
.	PUNCT	.
”	PUNCT	""""
He	PRON	he
asked	VERB	ask
a	DET	a
few	ADJ	few
questions	NOUN	question
and	CCONJ	and
then	ADV	then
his	PRON	his
thoughts	NOUN	thought
came	VERB	come
back	ADV	back
to	ADP	to
his	PRON	his
own	ADJ	own
urgent	ADJ	urgent
affairs	NOUN	affair
.	PUNCT	.
I	PRON	I
tried	VERB	try
to	PART	to
get	VERB	get
some	DET	some
comprehensive	ADJ	comprehensive
account	NOUN	account
of	ADP	of
the	DET	the
situation	NOUN	situation
from	ADP	from
him	PRON	he
,	PUNCT	,
but	CCONJ	but
he	PRON	he
would	AUX	would
not	PART	not
give	VERB	give
it	PRON	it
.	PUNCT	.
“	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
I	PRON	I
wish	VERB	wish
I	PRON	I
'd	AUX	would
had	AUX	have
you	PRON	you
.	PUNCT	.
I	PRON	I
wish	VERB	wish
I	PRON	I
'd	AUX	have
had	AUX	have
you	PRON	you
,	PUNCT	,
George	PROPN	George
.	PUNCT	.
I	PRON	I
've	AUX	have
had	AUX	have
a	DET	a
lot	NOUN	lot
on	ADP	on
my	PRON	my
hands	NOUN	hand
.	PUNCT	.
You	PRON	you
're	AUX	be
clear	ADV	clear
headed	ADJ	headed
at	ADP	at
times	NOUN	time
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
What	PRON	what
has	AUX	have
happened	VERB	happen
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
Oh	INTJ	oh
!	PUNCT	!
Boom!—infernal	ADJ	boom!—infernal
things	NOUN	thing
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
but	CCONJ	but
—	PUNCT	—
how	SCONJ	how
?	PUNCT	?
I	PRON	I
'm	AUX	be
just	ADV	just
off	ADP	off
the	DET	the
sea	NOUN	sea
,	PUNCT	,
remember	VERB	remember
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
It	PRON	it
'd	AUX	would
worry	VERB	worry
me	PRON	I
too	ADV	too
much	ADV	much
to	PART	to
tell	VERB	tell
you	PRON	you
now	ADV	now
.	PUNCT	.
It	PRON	it
's	AUX	be
tied	VERB	tie
up	ADP	up
in	ADP	in
a	DET	a
skein	NOUN	skein
.	PUNCT	.
”	PUNCT	""""
He	PRON	he
muttered	VERB	mutter
something	PRON	something
to	ADP	to
himself	PRON	himself
and	CCONJ	and
mused	VERB	muse
darkly	ADV	darkly
,	PUNCT	,
and	CCONJ	and
roused	VERB	rouse
himself	PRON	himself
to	PART	to
say	VERB	say
—	PUNCT	—
“	PUNCT	""""
Besides	ADV	besides
—	PUNCT	—
you'd	PRON	you'd
better	ADV	well
keep	VERB	keep
out	ADP	out
of	ADP	of
it	PRON	it
.	PUNCT	.
It	PRON	it
's	AUX	be
getting	VERB	get
tight	ADJ	tight
.	PUNCT	.
Get	VERB	get
'em	PRON	them
talking	VERB	talk
.	PUNCT	.
Go	VERB	go
down	ADV	down
to	ADP	to
Crest	PROPN	Crest
Hill	PROPN	Hill
and	CCONJ	and
fly	VERB	fly
.	PUNCT	.
That	DET	that
's	AUX	be
_	PUNCT	_
your	PRON	your
_	PUNCT	_
affair	NOUN	affair
.	PUNCT	.
”	PUNCT	""""
For	ADP	for
a	DET	a
time	NOUN	time
his	PRON	his
manner	NOUN	manner
set	VERB	set
free	ADJ	free
queer	ADJ	queer
anxieties	NOUN	anxiety
in	ADP	in
my	PRON	my
brain	NOUN	brain
again	ADV	again
.	PUNCT	.
I	PRON	I
will	AUX	will
confess	VERB	confess
that	SCONJ	that
that	DET	that
Mordet	PROPN	Mordet
Island	PROPN	Island
nightmare	NOUN	nightmare
of	ADP	of
mine	PRON	mine
returned	VERB	return
,	PUNCT	,
and	CCONJ	and
as	ADP	as
I	PRON	I
looked	VERB	look
at	ADP	at
him	PRON	he
his	PRON	his
hand	NOUN	hand
went	VERB	go
out	ADP	out
for	ADP	for
the	DET	the
drug	NOUN	drug
again	ADV	again
.	PUNCT	.
“	PUNCT	""""
Stomach	NOUN	stomach
,	PUNCT	,
George	PROPN	George
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
been	AUX	be
fightin	VERB	fightin
'	PUNCT	'
on	ADP	on
that	DET	that
.	PUNCT	.
Every	DET	every
man	NOUN	man
fights	VERB	fight
on	ADP	on
some	DET	some
thing	NOUN	thing
—	PUNCT	—
gives	VERB	give
way	NOUN	way
somewheres	NOUN	somewhere
—	PUNCT	—
head	NOUN	head
,	PUNCT	,
heart	NOUN	heart
,	PUNCT	,
liver	NOUN	liver
—	PUNCT	—
something	PRON	something
.	PUNCT	.
Zzzz	PROPN	Zzzz
.	PUNCT	.
Gives	VERB	give
way	NOUN	way
somewhere	ADV	somewhere
.	PUNCT	.
Napoleon	PROPN	Napoleon
did	AUX	do
at	ADP	at
